line,poem,text,tokens
142.0,255.0,they only want to,"['START_SYMBOL', u'they', u'only', u'want', u'to', 'STOP_SYMBOL']"
143.0,255.0,make sure.,"['START_SYMBOL', u'make', u'sure', u'.', 'STOP_SYMBOL']"
1.0,256.0,and talking with the dead and driving the freeways,"['START_SYMBOL', u'and', u'talking', u'with', u'the', u'dead', u'and', u'driving', u'the', u'freeways', 'STOP_SYMBOL']"
2.0,256.0,with the dead and standing in the supermarket,"['START_SYMBOL', u'with', u'the', u'dead', u'and', u'standing', u'in', u'the', u'supermarket', 'STOP_SYMBOL']"
3.0,256.0,with the dead,"['START_SYMBOL', u'with', u'the', u'dead', 'STOP_SYMBOL']"
4.0,256.0,what the doctor ordered is,"['START_SYMBOL', u'what', u'the', u'doctor', u'ordered', u'is', 'STOP_SYMBOL']"
5.0,256.0,not what I ordered,"['START_SYMBOL', u'not', u'what', u'i', u'ordered', 'STOP_SYMBOL']"
6.0,256.0,not what you ordered,"['START_SYMBOL', u'not', u'what', u'you', u'ordered', 'STOP_SYMBOL']"
7.0,256.0,not what we ordered.,"['START_SYMBOL', u'not', u'what', u'we', u'ordered', u'.', 'STOP_SYMBOL']"
8.0,256.0,take the whole thing back.,"['START_SYMBOL', u'take', u'the', u'whole', u'thing', u'back', u'.', 'STOP_SYMBOL']"
9.0,256.0,throw it out.,"['START_SYMBOL', u'throw', u'it', u'out', u'.', 'STOP_SYMBOL']"
10.0,256.0,start over again.,"['START_SYMBOL', u'start', u'over', u'again', u'.', 'STOP_SYMBOL']"
1.0,257.0,the way I can tell it is the Christmas,"['START_SYMBOL', u'the', u'way', u'i', u'can', u'tell', u'it', u'is', u'the', u'christmas', 'STOP_SYMBOL']"
2.0,257.0,season is that the classical,"['START_SYMBOL', u'season', u'is', u'that', u'the', u'classical', 'STOP_SYMBOL']"
3.0,257.0,music on the radio gets,"['START_SYMBOL', u'music', u'on', u'the', u'radio', u'gets', 'STOP_SYMBOL']"
4.0,257.0,bad.,"['START_SYMBOL', u'bad', u'.', 'STOP_SYMBOL']"
5.0,257.0,I mean with an exception or two,"['START_SYMBOL', u'i', u'mean', u'with', u'an', u'exception', u'or', u'two', 'STOP_SYMBOL']"
6.0,257.0,we are left in a musical vacuum.,"['START_SYMBOL', u'we', u'are', u'left', u'in', u'a', u'musical', u'vacuum', u'.', 'STOP_SYMBOL']"
7.0,257.0,music,"['START_SYMBOL', u'music', 'STOP_SYMBOL']"
8.0,257.0,like any other creative endeavor,"['START_SYMBOL', u'like', u'any', u'other', u'creative', u'endeavor', 'STOP_SYMBOL']"
9.0,257.0,must have its own personal,"['START_SYMBOL', u'must', u'have', u'its', u'own', u'personal', 'STOP_SYMBOL']"
10.0,257.0,"meaning,","['START_SYMBOL', u'meaning', u',', 'STOP_SYMBOL']"
11.0,257.0,must find its own way.,"['START_SYMBOL', u'must', u'find', u'its', u'own', u'way', u'.', 'STOP_SYMBOL']"
12.0,257.0,it can't be programmed by general,"['START_SYMBOL', u'it', u'ca', u""n't"", u'be', u'programmed', u'by', u'general', 'STOP_SYMBOL']"
13.0,257.0,agreement,"['START_SYMBOL', u'agreement', 'STOP_SYMBOL']"
14.0,257.0,or somebody's mother-in-law's,"['START_SYMBOL', u'or', u'somebody', u""'s"", u'mother-in-law', u""'s"", 'STOP_SYMBOL']"
15.0,257.0,concept of,"['START_SYMBOL', u'concept', u'of', 'STOP_SYMBOL']"
16.0,257.0,what is appropriate,"['START_SYMBOL', u'what', u'is', u'appropriate', 'STOP_SYMBOL']"
17.0,257.0,for the season.,"['START_SYMBOL', u'for', u'the', u'season', u'.', 'STOP_SYMBOL']"
18.0,257.0,things with their own power,"['START_SYMBOL', u'things', u'with', u'their', u'own', u'power', 'STOP_SYMBOL']"
19.0,257.0,and with a life of their own,"['START_SYMBOL', u'and', u'with', u'a', u'life', u'of', u'their', u'own', 'STOP_SYMBOL']"
20.0,257.0,go their own way,"['START_SYMBOL', u'go', u'their', u'own', u'way', 'STOP_SYMBOL']"
21.0,257.0,make their own statements,"['START_SYMBOL', u'make', u'their', u'own', u'statements', 'STOP_SYMBOL']"
22.0,257.0,bring light by their own,"['START_SYMBOL', u'bring', u'light', u'by', u'their', u'own', 'STOP_SYMBOL']"
23.0,257.0,magic.,"['START_SYMBOL', u'magic', u'.', 'STOP_SYMBOL']"
24.0,257.0,it's what makes death,"['START_SYMBOL', u'it', u""'s"", u'what', u'makes', u'death', 'STOP_SYMBOL']"
25.0,257.0,bearable and life worth,"['START_SYMBOL', u'bearable', u'and', u'life', u'worth', 'STOP_SYMBOL']"
26.0,257.0,discarding.,"['START_SYMBOL', u'discarding', u'.', 'STOP_SYMBOL']"
1.0,258.0,"I am with others, including my wife, it is a dark and","['START_SYMBOL', u'i', u'am', u'with', u'others', u',', u'including', u'my', u'wife', u',', u'it', u'is', u'a', u'dark', u'and', 'STOP_SYMBOL']"
2.0,258.0,"expensive place, we order wine, high-","['START_SYMBOL', u'expensive', u'place', u',', u'we', u'order', u'wine', u',', u'high-', 'STOP_SYMBOL']"
3.0,258.0,"priced stuff, the waiter brings it, applies corkscrew,","['START_SYMBOL', u'priced', u'stuff', u',', u'the', u'waiter', u'brings', u'it', u',', u'applies', u'corkscrew', u',', 'STOP_SYMBOL']"
4.0,258.0,"pulls, and the prong rips out of the cork leaving","['START_SYMBOL', u'pulls', u',', u'and', u'the', u'prong', u'rips', u'out', u'of', u'the', u'cork', u'leaving', 'STOP_SYMBOL']"
5.0,258.0,"said cork within the bottle, so he reinserts the cork-","['START_SYMBOL', u'said', u'cork', u'within', u'the', u'bottle', u',', u'so', u'he', u'reinserts', u'the', u'cork-', 'STOP_SYMBOL']"
6.0,258.0,"screw, tugs, and it happens again---corkscrew in","['START_SYMBOL', u'screw', u',', u'tugs', u',', u'and', u'it', u'happens', u'again', u'--', u'-corkscrew', u'in', 'STOP_SYMBOL']"
7.0,258.0,"the air, cork in the bottle.","['START_SYMBOL', u'the', u'air', u',', u'cork', u'in', u'the', u'bottle', u'.', 'STOP_SYMBOL']"
8.0,258.0,"""having a little trouble, eh?"" I","['START_SYMBOL', u'``', u'having', u'a', u'little', u'trouble', u',', u'eh', u'?', u""''"", u'i', 'STOP_SYMBOL']"
9.0,258.0,ask him.,"['START_SYMBOL', u'ask', u'him', u'.', 'STOP_SYMBOL']"
10.0,258.0,"my wife digs an elbow to my ribs, the waiter goes off","['START_SYMBOL', u'my', u'wife', u'digs', u'an', u'elbow', u'to', u'my', u'ribs', u',', u'the', u'waiter', u'goes', u'off', 'STOP_SYMBOL']"
11.0,258.0,"for another bottle, returns, digs the corkscrew in again","['START_SYMBOL', u'for', u'another', u'bottle', u',', u'returns', u',', u'digs', u'the', u'corkscrew', u'in', u'again', 'STOP_SYMBOL']"
12.0,258.0,---same thing: out comes the corkscrew without the cork.,"['START_SYMBOL', u'--', u'-same', u'thing', u':', u'out', u'comes', u'the', u'corkscrew', u'without', u'the', u'cork', u'.', 'STOP_SYMBOL']"
13.0,258.0,"""you need another opener,"" I","['START_SYMBOL', u'``', u'you', u'need', u'another', u'opener', u',', u""''"", u'i', 'STOP_SYMBOL']"
14.0,258.0,suggest.,"['START_SYMBOL', u'suggest', u'.', 'STOP_SYMBOL']"
15.0,258.0,"I get another dig in the ribs, the waiter glowers at me,","['START_SYMBOL', u'i', u'get', u'another', u'dig', u'in', u'the', u'ribs', u',', u'the', u'waiter', u'glowers', u'at', u'me', u',', 'STOP_SYMBOL']"
16.0,258.0,"he's enraged, gives it another try, same result.","['START_SYMBOL', u'he', u""'s"", u'enraged', u',', u'gives', u'it', u'another', u'try', u',', u'same', u'result', u'.', 'STOP_SYMBOL']"
17.0,258.0,"""wow!"" I say.","['START_SYMBOL', u'``', u'wow', u'!', u""''"", u'i', u'say', u'.', 'STOP_SYMBOL']"
18.0,258.0,the others at the table look at me as if I had just been,"['START_SYMBOL', u'the', u'others', u'at', u'the', u'table', u'look', u'at', u'me', u'as', u'if', u'i', u'had', u'just', u'been', 'STOP_SYMBOL']"
19.0,258.0,convicted of child-rape and now everybody is enraged,"['START_SYMBOL', u'convicted', u'of', u'child-rape', u'and', u'now', u'everybody', u'is', u'enraged', 'STOP_SYMBOL']"
20.0,258.0,"except me as the waiter goes for a third bottle, returns,","['START_SYMBOL', u'except', u'me', u'as', u'the', u'waiter', u'goes', u'for', u'a', u'third', u'bottle', u',', u'returns', u',', 'STOP_SYMBOL']"
21.0,258.0,and as he inserts the corkscrew he fixes his eyes on,"['START_SYMBOL', u'and', u'as', u'he', u'inserts', u'the', u'corkscrew', u'he', u'fixes', u'his', u'eyes', u'on', 'STOP_SYMBOL']"
22.0,258.0,me and I silently (of course) wish,"['START_SYMBOL', u'me', u'and', u'i', u'silently', u'(', u'of', u'course', u')', u'wish', 'STOP_SYMBOL']"
23.0,258.0,him luck and this time he,"['START_SYMBOL', u'him', u'luck', u'and', u'this', u'time', u'he', 'STOP_SYMBOL']"
24.0,258.0,makes it.,"['START_SYMBOL', u'makes', u'it', u'.', 'STOP_SYMBOL']"
25.0,258.0,"I am the wine-taster, he pours me a bit, I give it a sip,","['START_SYMBOL', u'i', u'am', u'the', u'wine-taster', u',', u'he', u'pours', u'me', u'a', u'bit', u',', u'i', u'give', u'it', u'a', u'sip', u',', 'STOP_SYMBOL']"
26.0,258.0,"wait a moment, nod to him that the wine is all","['START_SYMBOL', u'wait', u'a', u'moment', u',', u'nod', u'to', u'him', u'that', u'the', u'wine', u'is', u'all', 'STOP_SYMBOL']"
27.0,258.0,right.,"['START_SYMBOL', u'right', u'.', 'STOP_SYMBOL']"
28.0,258.0,for the remainder of our stay there the other people talk,"['START_SYMBOL', u'for', u'the', u'remainder', u'of', u'our', u'stay', u'there', u'the', u'other', u'people', u'talk', 'STOP_SYMBOL']"
29.0,258.0,as if I am non-existent but upon hearing the,"['START_SYMBOL', u'as', u'if', u'i', u'am', u'non-existent', u'but', u'upon', u'hearing', u'the', 'STOP_SYMBOL']"
30.0,258.0,conversation I am most happy,"['START_SYMBOL', u'conversation', u'i', u'am', u'most', u'happy', 'STOP_SYMBOL']"
31.0,258.0,that I am excluded.,"['START_SYMBOL', u'that', u'i', u'am', u'excluded', u'.', 'STOP_SYMBOL']"
32.0,258.0,"upon leaving I pay the bill, tip 20%, and we walk to","['START_SYMBOL', u'upon', u'leaving', u'i', u'pay', u'the', u'bill', u',', u'tip', u'20', u'%', u',', u'and', u'we', u'walk', u'to', 'STOP_SYMBOL']"
33.0,258.0,"the parking lot, the others feeling that they have acted","['START_SYMBOL', u'the', u'parking', u'lot', u',', u'the', u'others', u'feeling', u'that', u'they', u'have', u'acted', 'STOP_SYMBOL']"
34.0,258.0,properly,"['START_SYMBOL', u'properly', 'STOP_SYMBOL']"
35.0,258.0,in our civilization of expensive restaurants. they even,"['START_SYMBOL', u'in', u'our', u'civilization', u'of', u'expensive', u'restaurants', u'.', u'they', u'even', 'STOP_SYMBOL']"
36.0,258.0,say goodnight to me. as the valets rush for our ex-,"['START_SYMBOL', u'say', u'goodnight', u'to', u'me', u'.', u'as', u'the', u'valets', u'rush', u'for', u'our', u'ex-', 'STOP_SYMBOL']"
37.0,258.0,pensive cars I,"['START_SYMBOL', u'pensive', u'cars', u'i', 'STOP_SYMBOL']"
38.0,258.0,wonder what the waiter will do with those two bottles,"['START_SYMBOL', u'wonder', u'what', u'the', u'waiter', u'will', u'do', u'with', u'those', u'two', u'bottles', 'STOP_SYMBOL']"
39.0,258.0,"with the ruined corks, I always dig the corks out. drink","['START_SYMBOL', u'with', u'the', u'ruined', u'corks', u',', u'i', u'always', u'dig', u'the', u'corks', u'out', u'.', u'drink', 'STOP_SYMBOL']"
40.0,258.0,"the wine, cork and all.","['START_SYMBOL', u'the', u'wine', u',', u'cork', u'and', u'all', u'.', 'STOP_SYMBOL']"
41.0,258.0,"meanwhile my wife is waiting to tell me, when we are","['START_SYMBOL', u'meanwhile', u'my', u'wife', u'is', u'waiting', u'to', u'tell', u'me', u',', u'when', u'we', u'are', 'STOP_SYMBOL']"
42.0,258.0,"in the car alone, that I treated the waiter quite","['START_SYMBOL', u'in', u'the', u'car', u'alone', u',', u'that', u'i', u'treated', u'the', u'waiter', u'quite', 'STOP_SYMBOL']"
43.0,258.0,"horribly, didn't I know how to act in public?","['START_SYMBOL', u'horribly', u',', u'did', u""n't"", u'i', u'know', u'how', u'to', u'act', u'in', u'public', u'?', 'STOP_SYMBOL']"
44.0,258.0,and I won't,"['START_SYMBOL', u'and', u'i', u'wo', u""n't"", 'STOP_SYMBOL']"
45.0,258.0,reply.,"['START_SYMBOL', u'reply', u'.', 'STOP_SYMBOL']"
1.0,259.0,"sometimes it's bad or just ordinary,","['START_SYMBOL', u'sometimes', u'it', u""'s"", u'bad', u'or', u'just', u'ordinary', u',', 'STOP_SYMBOL']"
2.0,259.0,"you adjust to senseless conditions,","['START_SYMBOL', u'you', u'adjust', u'to', u'senseless', u'conditions', u',', 'STOP_SYMBOL']"
3.0,259.0,"then a new card drops out of the deck,","['START_SYMBOL', u'then', u'a', u'new', u'card', u'drops', u'out', u'of', u'the', u'deck', u',', 'STOP_SYMBOL']"
4.0,259.0,it severs the tendon between the thumb,"['START_SYMBOL', u'it', u'severs', u'the', u'tendon', u'between', u'the', u'thumb', 'STOP_SYMBOL']"
5.0,259.0,"and the forefinger,","['START_SYMBOL', u'and', u'the', u'forefinger', u',', 'STOP_SYMBOL']"
6.0,259.0,a dark electric numbness overwhelms the,"['START_SYMBOL', u'a', u'dark', u'electric', u'numbness', u'overwhelms', u'the', 'STOP_SYMBOL']"
7.0,259.0,spinal cord,"['START_SYMBOL', u'spinal', u'cord', 'STOP_SYMBOL']"
8.0,259.0,and your mother's face appears on a,"['START_SYMBOL', u'and', u'your', u'mother', u""'s"", u'face', u'appears', u'on', u'a', 'STOP_SYMBOL']"
9.0,259.0,billboard,"['START_SYMBOL', u'billboard', 'STOP_SYMBOL']"
10.0,259.0,"skewered as it should be,","['START_SYMBOL', u'skewered', u'as', u'it', u'should', u'be', u',', 'STOP_SYMBOL']"
11.0,259.0,advertising,"['START_SYMBOL', u'advertising', 'STOP_SYMBOL']"
12.0,259.0,"adversity as the norm,","['START_SYMBOL', u'adversity', u'as', u'the', u'norm', u',', 'STOP_SYMBOL']"
13.0,259.0,"you pour a fresh drink,","['START_SYMBOL', u'you', u'pour', u'a', u'fresh', u'drink', u',', 'STOP_SYMBOL']"
14.0,259.0,duck down between the stink of humanity,"['START_SYMBOL', u'duck', u'down', u'between', u'the', u'stink', u'of', u'humanity', 'STOP_SYMBOL']"
15.0,259.0,and the ferocious boredom of,"['START_SYMBOL', u'and', u'the', u'ferocious', u'boredom', u'of', 'STOP_SYMBOL']"
16.0,259.0,"time,","['START_SYMBOL', u'time', u',', 'STOP_SYMBOL']"
17.0,259.0,"come up once to blink,","['START_SYMBOL', u'come', u'up', u'once', u'to', u'blink', u',', 'STOP_SYMBOL']"
18.0,259.0,"go down twice to think it over,","['START_SYMBOL', u'go', u'down', u'twice', u'to', u'think', u'it', u'over', u',', 'STOP_SYMBOL']"
19.0,259.0,dial 911,"['START_SYMBOL', u'dial', u'911', 'STOP_SYMBOL']"
20.0,259.0,and get a voiceless voice,"['START_SYMBOL', u'and', u'get', u'a', u'voiceless', u'voice', 'STOP_SYMBOL']"
21.0,259.0,like the dead scream of a,"['START_SYMBOL', u'like', u'the', u'dead', u'scream', u'of', u'a', 'STOP_SYMBOL']"
22.0,259.0,caterpillar,"['START_SYMBOL', u'caterpillar', 'STOP_SYMBOL']"
23.0,259.0,as Rome sculpts the monster,"['START_SYMBOL', u'as', u'rome', u'sculpts', u'the', u'monster', 'STOP_SYMBOL']"
24.0,259.0,and children as little,"['START_SYMBOL', u'and', u'children', u'as', u'little', 'STOP_SYMBOL']"
25.0,259.0,as flies,"['START_SYMBOL', u'as', u'flies', 'STOP_SYMBOL']"
26.0,259.0,crawl the walls of your,"['START_SYMBOL', u'crawl', u'the', u'walls', u'of', u'your', 'STOP_SYMBOL']"
27.0,259.0,brain.,"['START_SYMBOL', u'brain', u'.', 'STOP_SYMBOL']"
1.0,260.0,we are destroyed by our,"['START_SYMBOL', u'we', u'are', u'destroyed', u'by', u'our', 'STOP_SYMBOL']"
2.0,260.0,"conscience, I explained to","['START_SYMBOL', u'conscience', u',', u'i', u'explained', u'to', 'STOP_SYMBOL']"
3.0,260.0,him.,"['START_SYMBOL', u'him', u'.', 'STOP_SYMBOL']"
4.0,260.0,"no, no, that's not what I","['START_SYMBOL', u'no', u',', u'no', u',', u'that', u""'s"", u'not', u'what', u'i', 'STOP_SYMBOL']"
5.0,260.0,"mean, he said.","['START_SYMBOL', u'mean', u',', u'he', u'said', u'.', 'STOP_SYMBOL']"
6.0,260.0,"I mean, I'll wake up","['START_SYMBOL', u'i', u'mean', u',', u'i', u""'ll"", u'wake', u'up', 'STOP_SYMBOL']"
7.0,260.0,"feeling good, you know,","['START_SYMBOL', u'feeling', u'good', u',', u'you', u'know', u',', 'STOP_SYMBOL']"
8.0,260.0,"ready for action, ready","['START_SYMBOL', u'ready', u'for', u'action', u',', u'ready', 'STOP_SYMBOL']"
9.0,260.0,for whatever's out there and,"['START_SYMBOL', u'for', u'whatever', u""'s"", u'out', u'there', u'and', 'STOP_SYMBOL']"
10.0,260.0,then the /first/ word she'll,"['START_SYMBOL', u'then', u'the', u'/first/', u'word', u'she', u""'ll"", 'STOP_SYMBOL']"
11.0,260.0,say to me,"['START_SYMBOL', u'say', u'to', u'me', 'STOP_SYMBOL']"
12.0,260.0,will be,"['START_SYMBOL', u'will', u'be', 'STOP_SYMBOL']"
13.0,260.0,"vicious and stupid,","['START_SYMBOL', u'vicious', u'and', u'stupid', u',', 'STOP_SYMBOL']"
14.0,260.0,"really unwarranted, you know.","['START_SYMBOL', u'really', u'unwarranted', u',', u'you', u'know', u'.', 'STOP_SYMBOL']"
15.0,260.0,"then, I'm depressed, the","['START_SYMBOL', u'then', u',', u'i', u""'m"", u'depressed', u',', u'the', 'STOP_SYMBOL']"
16.0,260.0,whole day's,"['START_SYMBOL', u'whole', u'day', u""'s"", 'STOP_SYMBOL']"
17.0,260.0,shot through the head.,"['START_SYMBOL', u'shot', u'through', u'the', u'head', u'.', 'STOP_SYMBOL']"
18.0,260.0,we are destroyed by expecting,"['START_SYMBOL', u'we', u'are', u'destroyed', u'by', u'expecting', 'STOP_SYMBOL']"
19.0,260.0,"more than there is,","['START_SYMBOL', u'more', u'than', u'there', u'is', u',', 'STOP_SYMBOL']"
20.0,260.0,I said.,"['START_SYMBOL', u'i', u'said', u'.', 'STOP_SYMBOL']"
21.0,260.0,"or, he continued, I'll be out","['START_SYMBOL', u'or', u',', u'he', u'continued', u',', u'i', u""'ll"", u'be', u'out', 'STOP_SYMBOL']"
22.0,260.0,"doing my job all day, it will be hard","['START_SYMBOL', u'doing', u'my', u'job', u'all', u'day', u',', u'it', u'will', u'be', u'hard', 'STOP_SYMBOL']"
23.0,260.0,"enough, but I'll see it through","['START_SYMBOL', u'enough', u',', u'but', u'i', u""'ll"", u'see', u'it', u'through', 'STOP_SYMBOL']"
24.0,260.0,"and I'll drive up thinking, now","['START_SYMBOL', u'and', u'i', u""'ll"", u'drive', u'up', u'thinking', u',', u'now', 'STOP_SYMBOL']"
25.0,260.0,"for the good part. I'll park,","['START_SYMBOL', u'for', u'the', u'good', u'part', u'.', u'i', u""'ll"", u'park', u',', 'STOP_SYMBOL']"
26.0,260.0,"get out, walk in the door,","['START_SYMBOL', u'get', u'out', u',', u'walk', u'in', u'the', u'door', u',', 'STOP_SYMBOL']"
27.0,260.0,and she'll say something,"['START_SYMBOL', u'and', u'she', u""'ll"", u'say', u'something', 'STOP_SYMBOL']"
28.0,260.0,totally unrelated either to her,"['START_SYMBOL', u'totally', u'unrelated', u'either', u'to', u'her', 'STOP_SYMBOL']"
29.0,260.0,"or to me, I mean something that","['START_SYMBOL', u'or', u'to', u'me', u',', u'i', u'mean', u'something', u'that', 'STOP_SYMBOL']"
30.0,260.0,"is simply and violently /ugly/ ,","['START_SYMBOL', u'is', u'simply', u'and', u'violently', u'/ugly/', u',', 'STOP_SYMBOL']"
31.0,260.0,"you know, and there","['START_SYMBOL', u'you', u'know', u',', u'and', u'there', 'STOP_SYMBOL']"
32.0,260.0,"goes the evening and the night,","['START_SYMBOL', u'goes', u'the', u'evening', u'and', u'the', u'night', u',', 'STOP_SYMBOL']"
33.0,260.0,there goes any good feeling,"['START_SYMBOL', u'there', u'goes', u'any', u'good', u'feeling', 'STOP_SYMBOL']"
34.0,260.0,I might have had.,"['START_SYMBOL', u'i', u'might', u'have', u'had', u'.', 'STOP_SYMBOL']"
35.0,260.0,you sound like a nit-,"['START_SYMBOL', u'you', u'sound', u'like', u'a', u'nit-', 'STOP_SYMBOL']"
36.0,260.0,"pick, I said.","['START_SYMBOL', u'pick', u',', u'i', u'said', u'.', 'STOP_SYMBOL']"
37.0,260.0,you mean these things don't,"['START_SYMBOL', u'you', u'mean', u'these', u'things', u'do', u""n't"", 'STOP_SYMBOL']"
38.0,260.0,happen to you? he asked.,"['START_SYMBOL', u'happen', u'to', u'you', u'?', u'he', u'asked', u'.', 'STOP_SYMBOL']"
39.0,260.0,"I mean, with your","['START_SYMBOL', u'i', u'mean', u',', u'with', u'your', 'STOP_SYMBOL']"
40.0,260.0,woman?,"['START_SYMBOL', u'woman', u'?', 'STOP_SYMBOL']"
41.0,260.0,"never, I told him.","['START_SYMBOL', u'never', u',', u'i', u'told', u'him', u'.', 'STOP_SYMBOL']"
42.0,260.0,no problems? she respects you?,"['START_SYMBOL', u'no', u'problems', u'?', u'she', u'respects', u'you', u'?', 'STOP_SYMBOL']"
43.0,260.0,he asked.,"['START_SYMBOL', u'he', u'asked', u'.', 'STOP_SYMBOL']"
44.0,260.0,"she adores me, I said, the way","['START_SYMBOL', u'she', u'adores', u'me', u',', u'i', u'said', u',', u'the', u'way', 'STOP_SYMBOL']"
45.0,260.0,"I speak, walk, talk, my","['START_SYMBOL', u'i', u'speak', u',', u'walk', u',', u'talk', u',', u'my', 'STOP_SYMBOL']"
46.0,260.0,"glow, the whole bundle.","['START_SYMBOL', u'glow', u',', u'the', u'whole', u'bundle', u'.', 'STOP_SYMBOL']"
47.0,260.0,"I don't believe you,","['START_SYMBOL', u'i', u'do', u""n't"", u'believe', u'you', u',', 'STOP_SYMBOL']"
48.0,260.0,he said.,"['START_SYMBOL', u'he', u'said', u'.', 'STOP_SYMBOL']"
49.0,260.0,"you shouldn't, I","['START_SYMBOL', u'you', u'should', u""n't"", u',', u'i', 'STOP_SYMBOL']"
50.0,260.0,answered.,"['START_SYMBOL', u'answered', u'.', 'STOP_SYMBOL']"
51.0,260.0,why do women act,"['START_SYMBOL', u'why', u'do', u'women', u'act', 'STOP_SYMBOL']"
52.0,260.0,like that? he,"['START_SYMBOL', u'like', u'that', u'?', u'he', 'STOP_SYMBOL']"
53.0,260.0,asked.,"['START_SYMBOL', u'asked', u'.', 'STOP_SYMBOL']"
54.0,260.0,"it's love, I answered,","['START_SYMBOL', u'it', u""'s"", u'love', u',', u'i', u'answered', u',', 'STOP_SYMBOL']"
55.0,260.0,they care.,"['START_SYMBOL', u'they', u'care', u'.', 'STOP_SYMBOL']"
56.0,260.0,maybe it would be better,"['START_SYMBOL', u'maybe', u'it', u'would', u'be', u'better', 'STOP_SYMBOL']"
57.0,260.0,if they hated us?,"['START_SYMBOL', u'if', u'they', u'hated', u'us', u'?', 'STOP_SYMBOL']"
58.0,260.0,he asked.,"['START_SYMBOL', u'he', u'asked', u'.', 'STOP_SYMBOL']"
59.0,260.0,"they do, I said.","['START_SYMBOL', u'they', u'do', u',', u'i', u'said', u'.', 'STOP_SYMBOL']"
60.0,260.0,I just wish they'd treat us,"['START_SYMBOL', u'i', u'just', u'wish', u'they', u""'d"", u'treat', u'us', 'STOP_SYMBOL']"
61.0,260.0,with the same respect they,"['START_SYMBOL', u'with', u'the', u'same', u'respect', u'they', 'STOP_SYMBOL']"
