line,poem,text,tokens
33.0,318.0,"certain things about them are fearful, and it's not","[u'start_symbol', u'certain', u'things', u'about', u'them', u'are', u'fearful', u',', u'and', u'it', u""'s"", u'not', u'stop_symbol']"
34.0,318.0,competition because I don't want,"[u'start_symbol', u'competition', u'because', u'i', u'do', u""n't"", u'want', u'stop_symbol']"
35.0,318.0,"anything that they want, it's just that","[u'start_symbol', u'anything', u'that', u'they', u'want', u',', u'it', u""'s"", u'just', u'that', u'stop_symbol']"
36.0,318.0,in all those hours of,"[u'start_symbol', u'in', u'all', u'those', u'hours', u'of', u'stop_symbol']"
37.0,318.0,voices voices voices,"[u'start_symbol', u'voices', u'voices', u'voices', u'stop_symbol']"
38.0,318.0,"I hear nothing either essentially kind or daring or noble,","[u'start_symbol', u'i', u'hear', u'nothing', u'either', u'essentially', u'kind', u'or', u'daring', u'or', u'noble', u',', u'stop_symbol']"
39.0,318.0,and not the least bit worth all the time shot through,"[u'start_symbol', u'and', u'not', u'the', u'least', u'bit', u'worth', u'all', u'the', u'time', u'shot', u'through', u'stop_symbol']"
40.0,318.0,the head.,"[u'start_symbol', u'the', u'head', u'.', u'stop_symbol']"
41.0,318.0,you can remember when you used to run them out into the,"[u'start_symbol', u'you', u'can', u'remember', u'when', u'you', u'used', u'to', u'run', u'them', u'out', u'into', u'the', u'stop_symbol']"
42.0,318.0,night instead of letting them wind themselves,"[u'start_symbol', u'night', u'instead', u'of', u'letting', u'them', u'wind', u'themselves', u'stop_symbol']"
43.0,318.0,"down,","[u'start_symbol', u'down', u',', u'stop_symbol']"
44.0,318.0,"those with their lonely wish for company, and you are","[u'start_symbol', u'those', u'with', u'their', u'lonely', u'wish', u'for', u'company', u',', u'and', u'you', u'are', u'stop_symbol']"
45.0,318.0,ashamed of yourself for putting up with their mostly pure,"[u'start_symbol', u'ashamed', u'of', u'yourself', u'for', u'putting', u'up', u'with', u'their', u'mostly', u'pure', u'stop_symbol']"
46.0,318.0,crap,"[u'start_symbol', u'crap', u'stop_symbol']"
47.0,318.0,but otherwise your wife would say,"[u'start_symbol', u'but', u'otherwise', u'your', u'wife', u'would', u'say', u'stop_symbol']"
48.0,318.0,"""do you think that you are the only person living on","[u'start_symbol', u'``', u'do', u'you', u'think', u'that', u'you', u'are', u'the', u'only', u'person', u'living', u'on', u'stop_symbol']"
49.0,318.0,"earth?""","[u'start_symbol', u'earth', u'?', u""''"", u'stop_symbol']"
50.0,318.0,"you see, that's where the devil's got","[u'start_symbol', u'you', u'see', u',', u'that', u""'s"", u'where', u'the', u'devil', u""'s"", u'got', u'stop_symbol']"
51.0,318.0,me.,"[u'start_symbol', u'me', u'.', u'stop_symbol']"
52.0,318.0,so I listen and they are,"[u'start_symbol', u'so', u'i', u'listen', u'and', u'they', u'are', u'stop_symbol']"
53.0,318.0,fulfilled.,"[u'start_symbol', u'fulfilled', u'.', u'stop_symbol']"
1.0,319.0,"I see the old men at the racetrack, they are bent, carry","[u'start_symbol', u'i', u'see', u'the', u'old', u'men', u'at', u'the', u'racetrack', u',', u'they', u'are', u'bent', u',', u'carry', u'stop_symbol']"
2.0,319.0,"canes, their hands tremble, I ride up the escalators with","[u'start_symbol', u'canes', u',', u'their', u'hands', u'tremble', u',', u'i', u'ride', u'up', u'the', u'escalators', u'with', u'stop_symbol']"
3.0,319.0,them.,"[u'start_symbol', u'them', u'.', u'stop_symbol']"
4.0,319.0,we don't speak.,"[u'start_symbol', u'we', u'do', u""n't"", u'speak', u'.', u'stop_symbol']"
5.0,319.0,I am older than most of them and I wonder why,"[u'start_symbol', u'i', u'am', u'older', u'than', u'most', u'of', u'them', u'and', u'i', u'wonder', u'why', u'stop_symbol']"
6.0,319.0,the lights are out for them?,"[u'start_symbol', u'the', u'lights', u'are', u'out', u'for', u'them', u'?', u'stop_symbol']"
7.0,319.0,do they still hope to win the Pulitzer Prize or to cup the,"[u'start_symbol', u'do', u'they', u'still', u'hope', u'to', u'win', u'the', u'pulitzer', u'prize', u'or', u'to', u'cup', u'the', u'stop_symbol']"
8.0,319.0,breasts of young maidens in their,"[u'start_symbol', u'breasts', u'of', u'young', u'maidens', u'in', u'their', u'stop_symbol']"
9.0,319.0,hands?,"[u'start_symbol', u'hands', u'?', u'stop_symbol']"
10.0,319.0,why don't they just finish and die?,"[u'start_symbol', u'why', u'do', u""n't"", u'they', u'just', u'finish', u'and', u'die', u'?', u'stop_symbol']"
11.0,319.0,"I'm ready to go any damned time, I'll even take them","[u'start_symbol', u'i', u""'m"", u'ready', u'to', u'go', u'any', u'damned', u'time', u',', u'i', u""'ll"", u'even', u'take', u'them', u'stop_symbol']"
12.0,319.0,"with me, 2 or 3 of them, or a half-dozen, a dozen:","[u'start_symbol', u'with', u'me', u',', u'2', u'or', u'3', u'of', u'them', u',', u'or', u'a', u'half-dozen', u',', u'a', u'dozen', u':', u'stop_symbol']"
13.0,319.0,their wrinkled white skins and their ill-fitting,"[u'start_symbol', u'their', u'wrinkled', u'white', u'skins', u'and', u'their', u'ill-fitting', u'stop_symbol']"
14.0,319.0,"dentures,","[u'start_symbol', u'dentures', u',', u'stop_symbol']"
15.0,319.0,let them stiffen up and clear the space for clean,"[u'start_symbol', u'let', u'them', u'stiffen', u'up', u'and', u'clear', u'the', u'space', u'for', u'clean', u'stop_symbol']"
16.0,319.0,fresh lightning!,"[u'start_symbol', u'fresh', u'lightning', u'!', u'stop_symbol']"
17.0,319.0,what good to linger?,"[u'start_symbol', u'what', u'good', u'to', u'linger', u'?', u'stop_symbol']"
18.0,319.0,for the bedpan last chapter?,"[u'start_symbol', u'for', u'the', u'bedpan', u'last', u'chapter', u'?', u'stop_symbol']"
19.0,319.0,"for the nurse with the television mind, half the weight","[u'start_symbol', u'for', u'the', u'nurse', u'with', u'the', u'television', u'mind', u',', u'half', u'the', u'weight', u'stop_symbol']"
20.0,319.0,of her body in flanks and buttocks?,"[u'start_symbol', u'of', u'her', u'body', u'in', u'flanks', u'and', u'buttocks', u'?', u'stop_symbol']"
21.0,319.0,why honor the old?,"[u'start_symbol', u'why', u'honor', u'the', u'old', u'?', u'stop_symbol']"
22.0,319.0,"it's just the stubbornness of genes, a trick to keep","[u'start_symbol', u'it', u""'s"", u'just', u'the', u'stubbornness', u'of', u'genes', u',', u'a', u'trick', u'to', u'keep', u'stop_symbol']"
23.0,319.0,a void existing.,"[u'start_symbol', u'a', u'void', u'existing', u'.', u'stop_symbol']"
24.0,319.0,almost all have lived lives of obedience and,"[u'start_symbol', u'almost', u'all', u'have', u'lived', u'lives', u'of', u'obedience', u'and', u'stop_symbol']"
25.0,319.0,cowardliness.,"[u'start_symbol', u'cowardliness', u'.', u'stop_symbol']"
26.0,319.0,why not honor the young?,"[u'start_symbol', u'why', u'not', u'honor', u'the', u'young', u'?', u'stop_symbol']"
27.0,319.0,their lives are just beginning to rot.,"[u'start_symbol', u'their', u'lives', u'are', u'just', u'beginning', u'to', u'rot', u'.', u'stop_symbol']"
28.0,319.0,why honor anybody?,"[u'start_symbol', u'why', u'honor', u'anybody', u'?', u'stop_symbol']"
29.0,319.0,"but, please, not the old.","[u'start_symbol', u'but', u',', u'please', u',', u'not', u'the', u'old', u'.', u'stop_symbol']"
30.0,319.0,in the next war the old should fight the old,"[u'start_symbol', u'in', u'the', u'next', u'war', u'the', u'old', u'should', u'fight', u'the', u'old', u'stop_symbol']"
31.0,319.0,while the young drink and dream and,"[u'start_symbol', u'while', u'the', u'young', u'drink', u'and', u'dream', u'and', u'stop_symbol']"
32.0,319.0,laugh.,"[u'start_symbol', u'laugh', u'.', u'stop_symbol']"
33.0,319.0,these old fucks,"[u'start_symbol', u'these', u'old', u'fucks', u'stop_symbol']"
34.0,319.0,betting two dollars to show,"[u'start_symbol', u'betting', u'two', u'dollars', u'to', u'show', u'stop_symbol']"
35.0,319.0,at the racetrack.,"[u'start_symbol', u'at', u'the', u'racetrack', u'.', u'stop_symbol']"
36.0,319.0,it's like being dead and rolling over,"[u'start_symbol', u'it', u""'s"", u'like', u'being', u'dead', u'and', u'rolling', u'over', u'stop_symbol']"
37.0,319.0,in the grave to find a more,"[u'start_symbol', u'in', u'the', u'grave', u'to', u'find', u'a', u'more', u'stop_symbol']"
38.0,319.0,comfortable,"[u'start_symbol', u'comfortable', u'stop_symbol']"
39.0,319.0,position.,"[u'start_symbol', u'position', u'.', u'stop_symbol']"
1.0,320.0,the young comfortable poets send their work to,"[u'start_symbol', u'the', u'young', u'comfortable', u'poets', u'send', u'their', u'work', u'to', u'stop_symbol']"
2.0,320.0,"me,","[u'start_symbol', u'me', u',', u'stop_symbol']"
3.0,320.0,usually 3 or 4 very short,"[u'start_symbol', u'usually', u'3', u'or', u'4', u'very', u'short', u'stop_symbol']"
4.0,320.0,poems.,"[u'start_symbol', u'poems', u'.', u'stop_symbol']"
5.0,320.0,"some are fairly able,","[u'start_symbol', u'some', u'are', u'fairly', u'able', u',', u'stop_symbol']"
6.0,320.0,but they lack the,"[u'start_symbol', u'but', u'they', u'lack', u'the', u'stop_symbol']"
7.0,320.0,texture of madness and,"[u'start_symbol', u'texture', u'of', u'madness', u'and', u'stop_symbol']"
8.0,320.0,"gamble,","[u'start_symbol', u'gamble', u',', u'stop_symbol']"
9.0,320.0,the inventiveness of the,"[u'start_symbol', u'the', u'inventiveness', u'of', u'the', u'stop_symbol']"
10.0,320.0,wild and the,"[u'start_symbol', u'wild', u'and', u'the', u'stop_symbol']"
11.0,320.0,trapped.,"[u'start_symbol', u'trapped', u'.', u'stop_symbol']"
12.0,320.0,there is a comfort there,"[u'start_symbol', u'there', u'is', u'a', u'comfort', u'there', u'stop_symbol']"
13.0,320.0,which,"[u'start_symbol', u'which', u'stop_symbol']"
14.0,320.0,disconcerts.,"[u'start_symbol', u'disconcerts', u'.', u'stop_symbol']"
15.0,320.0,then there is the work,"[u'start_symbol', u'then', u'there', u'is', u'the', u'work', u'stop_symbol']"
16.0,320.0,of the Street Poets.,"[u'start_symbol', u'of', u'the', u'street', u'poets', u'.', u'stop_symbol']"
17.0,320.0,"being on the skids, they","[u'start_symbol', u'being', u'on', u'the', u'skids', u',', u'they', u'stop_symbol']"
18.0,320.0,should have some,"[u'start_symbol', u'should', u'have', u'some', u'stop_symbol']"
19.0,320.0,"life advantages, they","[u'start_symbol', u'life', u'advantages', u',', u'they', u'stop_symbol']"
20.0,320.0,should not be debilitated,"[u'start_symbol', u'should', u'not', u'be', u'debilitated', u'stop_symbol']"
21.0,320.0,by,"[u'start_symbol', u'by', u'stop_symbol']"
22.0,320.0,pretense.,"[u'start_symbol', u'pretense', u'.', u'stop_symbol']"
23.0,320.0,but they are full of,"[u'start_symbol', u'but', u'they', u'are', u'full', u'of', u'stop_symbol']"
24.0,320.0,it.,"[u'start_symbol', u'it', u'.', u'stop_symbol']"
25.0,320.0,most of their output is,"[u'start_symbol', u'most', u'of', u'their', u'output', u'is', u'stop_symbol']"
26.0,320.0,about how they are,"[u'start_symbol', u'about', u'how', u'they', u'are', u'stop_symbol']"
27.0,320.0,not,"[u'start_symbol', u'not', u'stop_symbol']"
28.0,320.0,"recognized, that the","[u'start_symbol', u'recognized', u',', u'that', u'the', u'stop_symbol']"
29.0,320.0,game is,"[u'start_symbol', u'game', u'is', u'stop_symbol']"
30.0,320.0,"fixed,","[u'start_symbol', u'fixed', u',', u'stop_symbol']"
31.0,320.0,that they are truly,"[u'start_symbol', u'that', u'they', u'are', u'truly', u'stop_symbol']"
32.0,320.0,the great,"[u'start_symbol', u'the', u'great', u'stop_symbol']"
33.0,320.0,ones,"[u'start_symbol', u'ones', u'stop_symbol']"
34.0,320.0,and they go on,"[u'start_symbol', u'and', u'they', u'go', u'on', u'stop_symbol']"
35.0,320.0,about,"[u'start_symbol', u'about', u'stop_symbol']"
36.0,320.0,"/that/ , while writing","[u'start_symbol', u'/that/', u',', u'while', u'writing', u'stop_symbol']"
37.0,320.0,little of anything,"[u'start_symbol', u'little', u'of', u'anything', u'stop_symbol']"
38.0,320.0,else.,"[u'start_symbol', u'else', u'.', u'stop_symbol']"
39.0,320.0,each week,"[u'start_symbol', u'each', u'week', u'stop_symbol']"
40.0,320.0,one or two little,"[u'start_symbol', u'one', u'or', u'two', u'little', u'stop_symbol']"
41.0,320.0,packets arrive,"[u'start_symbol', u'packets', u'arrive', u'stop_symbol']"
42.0,320.0,from either the,"[u'start_symbol', u'from', u'either', u'the', u'stop_symbol']"
43.0,320.0,Street Poets or,"[u'start_symbol', u'street', u'poets', u'or', u'stop_symbol']"
44.0,320.0,the comfortable,"[u'start_symbol', u'the', u'comfortable', u'stop_symbol']"
45.0,320.0,poets.,"[u'start_symbol', u'poets', u'.', u'stop_symbol']"
46.0,320.0,kindness does not,"[u'start_symbol', u'kindness', u'does', u'not', u'stop_symbol']"
47.0,320.0,work with either,"[u'start_symbol', u'work', u'with', u'either', u'stop_symbol']"
48.0,320.0,group.,"[u'start_symbol', u'group', u'.', u'stop_symbol']"
49.0,320.0,any response to,"[u'start_symbol', u'any', u'response', u'to', u'stop_symbol']"
50.0,320.0,their work,"[u'start_symbol', u'their', u'work', u'stop_symbol']"
51.0,320.0,begets more,"[u'start_symbol', u'begets', u'more', u'stop_symbol']"
52.0,320.0,work,"[u'start_symbol', u'work', u'stop_symbol']"
53.0,320.0,plus their,"[u'start_symbol', u'plus', u'their', u'stop_symbol']"
54.0,320.0,long letters,"[u'start_symbol', u'long', u'letters', u'stop_symbol']"
55.0,320.0,expounding,"[u'start_symbol', u'expounding', u'stop_symbol']"
56.0,320.0,against the,"[u'start_symbol', u'against', u'the', u'stop_symbol']"
57.0,320.0,fates,"[u'start_symbol', u'fates', u'stop_symbol']"
58.0,320.0,as if nobody,"[u'start_symbol', u'as', u'if', u'nobody', u'stop_symbol']"
59.0,320.0,but themselves,"[u'start_symbol', u'but', u'themselves', u'stop_symbol']"
60.0,320.0,ever had to,"[u'start_symbol', u'ever', u'had', u'to', u'stop_symbol']"
61.0,320.0,deal with,"[u'start_symbol', u'deal', u'with', u'stop_symbol']"
62.0,320.0,them.,"[u'start_symbol', u'them', u'.', u'stop_symbol']"
63.0,320.0,and if you fail to,"[u'start_symbol', u'and', u'if', u'you', u'fail', u'to', u'stop_symbol']"
64.0,320.0,respond to,"[u'start_symbol', u'respond', u'to', u'stop_symbol']"
65.0,320.0,"/that/ , in most cases,","[u'start_symbol', u'/that/', u',', u'in', u'most', u'cases', u',', u'stop_symbol']"
66.0,320.0,there will be,"[u'start_symbol', u'there', u'will', u'be', u'stop_symbol']"
67.0,320.0,subsequent,"[u'start_symbol', u'subsequent', u'stop_symbol']"
68.0,320.0,letters,"[u'start_symbol', u'letters', u'stop_symbol']"
69.0,320.0,which rail against,"[u'start_symbol', u'which', u'rail', u'against', u'stop_symbol']"
70.0,320.0,your,"[u'start_symbol', u'your', u'stop_symbol']"
71.0,320.0,inhumanity:,"[u'start_symbol', u'inhumanity', u':', u'stop_symbol']"
72.0,320.0,you /too/ are,"[u'start_symbol', u'you', u'/too/', u'are', u'stop_symbol']"
73.0,320.0,"against them,","[u'start_symbol', u'against', u'them', u',', u'stop_symbol']"
74.0,320.0,"and, fuck you,","[u'start_symbol', u'and', u',', u'fuck', u'you', u',', u'stop_symbol']"
75.0,320.0,"buddy,","[u'start_symbol', u'buddy', u',', u'stop_symbol']"
76.0,320.0,you've lost,"[u'start_symbol', u'you', u""'ve"", u'lost', u'stop_symbol']"
77.0,320.0,"it,","[u'start_symbol', u'it', u',', u'stop_symbol']"
78.0,320.0,you never had,"[u'start_symbol', u'you', u'never', u'had', u'stop_symbol']"
79.0,320.0,"it,","[u'start_symbol', u'it', u',', u'stop_symbol']"
80.0,320.0,fuck you!,"[u'start_symbol', u'fuck', u'you', u'!', u'stop_symbol']"
81.0,320.0,I am not an,"[u'start_symbol', u'i', u'am', u'not', u'an', u'stop_symbol']"
82.0,320.0,editor.,"[u'start_symbol', u'editor', u'.', u'stop_symbol']"
83.0,320.0,I never mailed my,"[u'start_symbol', u'i', u'never', u'mailed', u'my', u'stop_symbol']"
84.0,320.0,work to anybody,"[u'start_symbol', u'work', u'to', u'anybody', u'stop_symbol']"
85.0,320.0,but an,"[u'start_symbol', u'but', u'an', u'stop_symbol']"
86.0,320.0,editor.,"[u'start_symbol', u'editor', u'.', u'stop_symbol']"
87.0,320.0,I never read my,"[u'start_symbol', u'i', u'never', u'read', u'my', u'stop_symbol']"
88.0,320.0,work to wives or,"[u'start_symbol', u'work', u'to', u'wives', u'or', u'stop_symbol']"
89.0,320.0,girlfriends.,"[u'start_symbol', u'girlfriends', u'.', u'stop_symbol']"
90.0,320.0,these poets apparently,"[u'start_symbol', u'these', u'poets', u'apparently', u'stop_symbol']"
91.0,320.0,believe it's all,"[u'start_symbol', u'believe', u'it', u""'s"", u'all', u'stop_symbol']"
92.0,320.0,"politics, an in-","[u'start_symbol', u'politics', u',', u'an', u'in-', u'stop_symbol']"
93.0,320.0,"game,","[u'start_symbol', u'game', u',', u'stop_symbol']"
94.0,320.0,that some word,"[u'start_symbol', u'that', u'some', u'word', u'stop_symbol']"
95.0,320.0,from you,"[u'start_symbol', u'from', u'you', u'stop_symbol']"
96.0,320.0,will enable them,"[u'start_symbol', u'will', u'enable', u'them', u'stop_symbol']"
97.0,320.0,to become,"[u'start_symbol', u'to', u'become', u'stop_symbol']"
98.0,320.0,renowned and,"[u'start_symbol', u'renowned', u'and', u'stop_symbol']"
99.0,320.0,famous.,"[u'start_symbol', u'famous', u'.', u'stop_symbol']"
100.0,320.0,and that's what,"[u'start_symbol', u'and', u'that', u""'s"", u'what', u'stop_symbol']"
101.0,320.0,they,"[u'start_symbol', u'they', u'stop_symbol']"
102.0,320.0,want.,"[u'start_symbol', u'want', u'.', u'stop_symbol']"
103.0,320.0,that.,"[u'start_symbol', u'that', u'.', u'stop_symbol']"
104.0,320.0,and only,"[u'start_symbol', u'and', u'only', u'stop_symbol']"
105.0,320.0,that.,"[u'start_symbol', u'that', u'.', u'stop_symbol']"
106.0,320.0,the packets of,"[u'start_symbol', u'the', u'packets', u'of', u'stop_symbol']"
107.0,320.0,poems keep,"[u'start_symbol', u'poems', u'keep', u'stop_symbol']"
108.0,320.0,arriving.,"[u'start_symbol', u'arriving', u'.', u'stop_symbol']"
109.0,320.0,if I were an editor,"[u'start_symbol', u'if', u'i', u'were', u'an', u'editor', u'stop_symbol']"
110.0,320.0,I'd have to,"[u'start_symbol', u'i', u""'d"", u'have', u'to', u'stop_symbol']"
111.0,320.0,reject most of,"[u'start_symbol', u'reject', u'most', u'of', u'stop_symbol']"
112.0,320.0,them.,"[u'start_symbol', u'them', u'.', u'stop_symbol']"
113.0,320.0,but I'm not.,"[u'start_symbol', u'but', u'i', u""'m"", u'not', u'.', u'stop_symbol']"
114.0,320.0,I write poems,"[u'start_symbol', u'i', u'write', u'poems', u'stop_symbol']"
115.0,320.0,too.,"[u'start_symbol', u'too', u'.', u'stop_symbol']"
116.0,320.0,and when some of,"[u'start_symbol', u'and', u'when', u'some', u'of', u'stop_symbol']"
117.0,320.0,/them/ come back,"[u'start_symbol', u'/them/', u'come', u'back', u'stop_symbol']"
118.0,320.0,and I reread them,"[u'start_symbol', u'and', u'i', u'reread', u'them', u'stop_symbol']"
